"state","period_start","period_end","duration"
"Active","2021-03-18 06:39:17+01","2021-03-18 06:39:29+01","00:00:12"
"Intermediate","2021-03-18 06:39:29+01","2021-03-18 06:39:30+01","00:00:01"
"Active","2021-03-18 06:39:30+01","2021-03-18 06:39:32+01","00:00:02"
"Intermediate","2021-03-18 06:39:32+01","2021-03-18 06:39:34+01","00:00:02"
"Active","2021-03-18 06:39:34+01","2021-03-18 06:39:52+01","00:00:18"
"Intermediate","2021-03-18 06:39:52+01","2021-03-18 06:39:54+01","00:00:02"
"Active","2021-03-18 06:39:54+01","2021-03-18 06:39:57+01","00:00:03"
"Intermediate","2021-03-18 06:39:57+01","2021-03-18 06:39:59+01","00:00:02"
"Active","2021-03-18 06:39:59+01","2021-03-18 06:40:01+01","00:00:02"
"Intermediate","2021-03-18 06:40:01+01","2021-03-18 06:40:02+01","00:00:01"
"Active","2021-03-18 06:40:02+01","2021-03-18 06:40:09+01","00:00:07"
"Intermediate","2021-03-18 06:40:09+01","2021-03-18 06:40:10+01","00:00:01"
"Active","2021-03-18 06:40:10+01","2021-03-18 06:40:11+01","00:00:01"
"Intermediate","2021-03-18 06:40:11+01","2021-03-18 06:40:12+01","00:00:01"
"Active","2021-03-18 06:40:12+01","2021-03-18 06:40:13+01","00:00:01"
"Intermediate","2021-03-18 06:40:13+01","2021-03-18 06:40:14+01","00:00:01"
"Active","2021-03-18 06:40:14+01","2021-03-18 06:40:15+01","00:00:01"
"Intermediate","2021-03-18 06:40:15+01","2021-03-18 06:40:17+01","00:00:02"
"Active","2021-03-18 06:40:17+01","2021-03-18 06:40:18+01","00:00:01"
"Intermediate","2021-03-18 06:40:18+01","2021-03-18 06:40:19+01","00:00:01"
"Active","2021-03-18 06:40:19+01","2021-03-18 06:40:21+01","00:00:02"
"Intermediate","2021-03-18 06:40:21+01","2021-03-18 06:40:22+01","00:00:01"
"Active","2021-03-18 06:40:22+01","2021-03-18 06:40:23+01","00:00:01"
"Intermediate","2021-03-18 06:40:23+01","2021-03-18 06:40:24+01","00:00:01"
"Active","2021-03-18 06:40:24+01","2021-03-18 06:40:28+01","00:00:04"
"Intermediate","2021-03-18 06:40:28+01","2021-03-18 06:40:30+01","00:00:02"
"Active","2021-03-18 06:40:30+01","2021-03-18 06:40:38+01","00:00:08"
"Intermediate","2021-03-18 06:40:38+01","2021-03-18 06:40:39+01","00:00:01"
"Active","2021-03-18 06:40:39+01","2021-03-18 06:40:43+01","00:00:04"
"Intermediate","2021-03-18 06:40:43+01","2021-03-18 06:40:44+01","00:00:01"
"Active","2021-03-18 06:40:44+01","2021-03-18 06:40:48+01","00:00:04"
"Intermediate","2021-03-18 06:40:48+01","2021-03-18 06:40:52+01","00:00:04"
"Active","2021-03-18 06:40:52+01","2021-03-18 06:40:53+01","00:00:01"
"Intermediate","2021-03-18 06:40:53+01","2021-03-18 06:40:56+01","00:00:03"
"Active","2021-03-18 06:40:56+01","2021-03-18 06:40:57+01","00:00:01"
"Intermediate","2021-03-18 06:40:57+01","2021-03-18 06:41:00+01","00:00:03"
"Active","2021-03-18 06:41:00+01","2021-03-18 06:41:02+01","00:00:02"
"Intermediate","2021-03-18 06:41:02+01","2021-03-18 06:41:04+01","00:00:02"
"Active","2021-03-18 06:41:04+01","2021-03-18 06:41:07+01","00:00:03"
"Intermediate","2021-03-18 06:41:07+01","2021-03-18 06:41:11+01","00:00:04"
"Active","2021-03-18 06:41:11+01","2021-03-18 06:41:15+01","00:00:04"
"Intermediate","2021-03-18 06:41:15+01","2021-03-18 06:41:16+01","00:00:01"
"Active","2021-03-18 06:41:16+01","2021-03-18 06:41:21+01","00:00:05"
"Intermediate","2021-03-18 06:41:21+01","2021-03-18 06:41:26+01","00:00:05"
"Active","2021-03-18 06:41:26+01","2021-03-18 06:41:34+01","00:00:08"
"Intermediate","2021-03-18 06:41:34+01","2021-03-18 06:41:35+01","00:00:01"
"Active","2021-03-18 06:41:35+01","2021-03-18 06:41:40+01","00:00:05"
"Intermediate","2021-03-18 06:41:40+01","2021-03-18 06:41:43+01","00:00:03"
"Active","2021-03-18 06:41:43+01","2021-03-18 06:41:48+01","00:00:05"
"Intermediate","2021-03-18 06:41:48+01","2021-03-18 06:41:51+01","00:00:03"
"Active","2021-03-18 06:41:51+01","2021-03-18 06:41:52+01","00:00:01"
"Intermediate","2021-03-18 06:41:52+01","2021-03-18 06:41:53+01","00:00:01"
"Active","2021-03-18 06:41:53+01","2021-03-18 06:41:55+01","00:00:02"
"Intermediate","2021-03-18 06:41:55+01","2021-03-18 06:41:58+01","00:00:03"
"Active","2021-03-18 06:41:58+01","2021-03-18 06:42:00+01","00:00:02"
"Intermediate","2021-03-18 06:42:00+01","2021-03-18 06:42:01+01","00:00:01"
"Active","2021-03-18 06:42:01+01","2021-03-18 06:42:02+01","00:00:01"
"Intermediate","2021-03-18 06:42:02+01","2021-03-18 06:42:03+01","00:00:01"
"Active","2021-03-18 06:42:03+01","2021-03-18 06:42:04+01","00:00:01"
"Intermediate","2021-03-18 06:42:04+01","2021-03-18 06:42:07+01","00:00:03"
"Active","2021-03-18 06:42:07+01","2021-03-18 06:42:12+01","00:00:05"
"Intermediate","2021-03-18 06:42:12+01","2021-03-18 06:42:13+01","00:00:01"
"Active","2021-03-18 06:42:13+01","2021-03-18 06:42:14+01","00:00:01"
"Intermediate","2021-03-18 06:42:14+01","2021-03-18 06:42:15+01","00:00:01"
"Active","2021-03-18 06:42:15+01","2021-03-18 06:42:16+01","00:00:01"
"Intermediate","2021-03-18 06:42:16+01","2021-03-18 06:42:17+01","00:00:01"
"Active","2021-03-18 06:42:17+01","2021-03-18 06:42:18+01","00:00:01"
"Intermediate","2021-03-18 06:42:18+01","2021-03-18 06:42:19+01","00:00:01"
"Active","2021-03-18 06:42:19+01","2021-03-18 06:42:20+01","00:00:01"
"Intermediate","2021-03-18 06:42:20+01","2021-03-18 06:42:22+01","00:00:02"
"Active","2021-03-18 06:42:22+01","2021-03-18 06:42:24+01","00:00:02"
"Intermediate","2021-03-18 06:42:24+01","2021-03-18 06:42:26+01","00:00:02"
"Active","2021-03-18 06:42:26+01","2021-03-18 06:42:27+01","00:00:01"
"Intermediate","2021-03-18 06:42:27+01","2021-03-18 06:42:28+01","00:00:01"
"Active","2021-03-18 06:42:28+01","2021-03-18 06:42:31+01","00:00:03"
"Intermediate","2021-03-18 06:42:31+01","2021-03-18 06:42:36+01","00:00:05"
"Active","2021-03-18 06:42:36+01","2021-03-18 06:42:37+01","00:00:01"
"Intermediate","2021-03-18 06:42:37+01","2021-03-18 06:42:40+01","00:00:03"
"Active","2021-03-18 06:42:40+01","2021-03-18 06:42:41+01","00:00:01"
"Intermediate","2021-03-18 06:42:41+01","2021-03-18 06:42:43+01","00:00:02"
"Active","2021-03-18 06:42:43+01","2021-03-18 06:42:44+01","00:00:01"
"Intermediate","2021-03-18 06:42:44+01","2021-03-18 06:42:47+01","00:00:03"
"Active","2021-03-18 06:42:47+01","2021-03-18 06:42:48+01","00:00:01"
"Intermediate","2021-03-18 06:42:48+01","2021-03-18 06:42:51+01","00:00:03"
"Active","2021-03-18 06:42:51+01","2021-03-18 06:42:53+01","00:00:02"
"Intermediate","2021-03-18 06:42:53+01","2021-03-18 06:42:56+01","00:00:03"
"Active","2021-03-18 06:42:56+01","2021-03-18 06:42:58+01","00:00:02"
"Intermediate","2021-03-18 06:42:58+01","2021-03-18 06:42:59+01","00:00:01"
"Active","2021-03-18 06:42:59+01","2021-03-18 06:43:03+01","00:00:04"
"Intermediate","2021-03-18 06:43:03+01","2021-03-18 06:43:04+01","00:00:01"
"Active","2021-03-18 06:43:04+01","2021-03-18 06:43:06+01","00:00:02"
"Intermediate","2021-03-18 06:43:06+01","2021-03-18 06:43:08+01","00:00:02"
"Active","2021-03-18 06:43:08+01","2021-03-18 06:43:09+01","00:00:01"
"Intermediate","2021-03-18 06:43:09+01","2021-03-18 06:43:10+01","00:00:01"
"Active","2021-03-18 06:43:10+01","2021-03-18 06:43:11+01","00:00:01"
"Intermediate","2021-03-18 06:43:11+01","2021-03-18 06:43:12+01","00:00:01"
"Active","2021-03-18 06:43:12+01","2021-03-18 06:43:14+01","00:00:02"
"Intermediate","2021-03-18 06:43:14+01","2021-03-18 06:43:16+01","00:00:02"
"Active","2021-03-18 06:43:16+01","2021-03-18 06:43:18+01","00:00:02"
"Intermediate","2021-03-18 06:43:18+01","2021-03-18 06:43:20+01","00:00:02"
"Active","2021-03-18 06:43:20+01","2021-03-18 06:43:24+01","00:00:04"
"Intermediate","2021-03-18 06:43:24+01","2021-03-18 06:43:25+01","00:00:01"
"Active","2021-03-18 06:43:25+01","2021-03-18 06:43:38+01","00:00:13"
"Intermediate","2021-03-18 06:43:38+01","2021-03-18 06:43:39+01","00:00:01"
"Active","2021-03-18 06:43:39+01","2021-03-18 06:43:50+01","00:00:11"
"Intermediate","2021-03-18 06:43:50+01","2021-03-18 06:43:52+01","00:00:02"
"Active","2021-03-18 06:43:52+01","2021-03-18 06:44:10+01","00:00:18"
"Intermediate","2021-03-18 06:44:10+01","2021-03-18 06:44:11+01","00:00:01"
"Active","2021-03-18 06:44:11+01","2021-03-18 06:44:12+01","00:00:01"
"Intermediate","2021-03-18 06:44:12+01","2021-03-18 06:44:14+01","00:00:02"
"Active","2021-03-18 06:44:14+01","2021-03-18 06:44:26+01","00:00:12"
"Intermediate","2021-03-18 06:44:26+01","2021-03-18 06:44:28+01","00:00:02"
"Active","2021-03-18 06:44:28+01","2021-03-18 06:44:32+01","00:00:04"
"Intermediate","2021-03-18 06:44:32+01","2021-03-18 06:44:34+01","00:00:02"
"Active","2021-03-18 06:44:34+01","2021-03-18 06:44:42+01","00:00:08"
"Intermediate","2021-03-18 06:44:42+01","2021-03-18 06:44:43+01","00:00:01"
"Active","2021-03-18 06:44:43+01","2021-03-18 06:44:45+01","00:00:02"
"Intermediate","2021-03-18 06:44:45+01","2021-03-18 06:44:47+01","00:00:02"
"Active","2021-03-18 06:44:47+01","2021-03-18 06:44:57+01","00:00:10"
"Intermediate","2021-03-18 06:44:57+01","2021-03-18 06:44:58+01","00:00:01"
"Active","2021-03-18 06:44:58+01","2021-03-18 06:44:59+01","00:00:01"
"Intermediate","2021-03-18 06:44:59+01","2021-03-18 06:45:00+01","00:00:01"
"Active","2021-03-18 06:45:00+01","2021-03-18 06:45:01+01","00:00:01"
"Intermediate","2021-03-18 06:45:01+01","2021-03-18 06:45:02+01","00:00:01"
"Active","2021-03-18 06:45:02+01","2021-03-18 06:45:05+01","00:00:03"
"Intermediate","2021-03-18 06:45:05+01","2021-03-18 06:45:06+01","00:00:01"
"Active","2021-03-18 06:45:06+01","2021-03-18 06:45:07+01","00:00:01"
"Intermediate","2021-03-18 06:45:07+01","2021-03-18 06:45:08+01","00:00:01"
"Active","2021-03-18 06:45:08+01","2021-03-18 06:45:09+01","00:00:01"
"Intermediate","2021-03-18 06:45:09+01","2021-03-18 06:45:11+01","00:00:02"
"Active","2021-03-18 06:45:11+01","2021-03-18 06:45:12+01","00:00:01"
"Intermediate","2021-03-18 06:45:12+01","2021-03-18 06:45:13+01","00:00:01"
"Active","2021-03-18 06:45:13+01","2021-03-18 06:45:18+01","00:00:05"
"Intermediate","2021-03-18 06:45:18+01","2021-03-18 06:45:19+01","00:00:01"
"Active","2021-03-18 06:45:19+01","2021-03-18 06:45:23+01","00:00:04"
"Intermediate","2021-03-18 06:45:23+01","2021-03-18 06:45:24+01","00:00:01"
"Active","2021-03-18 06:45:24+01","2021-03-18 06:45:25+01","00:00:01"
"Intermediate","2021-03-18 06:45:25+01","2021-03-18 06:45:26+01","00:00:01"
"Active","2021-03-18 06:45:26+01","2021-03-18 06:45:29+01","00:00:03"
"Intermediate","2021-03-18 06:45:29+01","2021-03-18 06:45:31+01","00:00:02"
"Active","2021-03-18 06:45:31+01","2021-03-18 06:45:33+01","00:00:02"
"Intermediate","2021-03-18 06:45:33+01","2021-03-18 06:45:34+01","00:00:01"
"Active","2021-03-18 06:45:34+01","2021-03-18 06:45:35+01","00:00:01"
"Intermediate","2021-03-18 06:45:35+01","2021-03-18 06:45:37+01","00:00:02"
"Active","2021-03-18 06:45:37+01","2021-03-18 06:45:42+01","00:00:05"
"Intermediate","2021-03-18 06:45:42+01","2021-03-18 06:45:43+01","00:00:01"
"Active","2021-03-18 06:45:43+01","2021-03-18 06:45:44+01","00:00:01"
"Intermediate","2021-03-18 06:45:44+01","2021-03-18 06:45:47+01","00:00:03"
"Active","2021-03-18 06:45:47+01","2021-03-18 06:45:52+01","00:00:05"
"Intermediate","2021-03-18 06:45:52+01","2021-03-18 06:45:53+01","00:00:01"
"Active","2021-03-18 06:45:53+01","2021-03-18 06:45:59+01","00:00:06"
"Intermediate","2021-03-18 06:45:59+01","2021-03-18 06:46:00+01","00:00:01"
"Active","2021-03-18 06:46:00+01","2021-03-18 06:46:02+01","00:00:02"
"Intermediate","2021-03-18 06:46:02+01","2021-03-18 06:46:03+01","00:00:01"
"Active","2021-03-18 06:46:03+01","2021-03-18 06:46:05+01","00:00:02"
"Intermediate","2021-03-18 06:46:05+01","2021-03-18 06:46:08+01","00:00:03"
"Active","2021-03-18 06:46:08+01","2021-03-18 06:46:11+01","00:00:03"
"Intermediate","2021-03-18 06:46:11+01","2021-03-18 06:46:13+01","00:00:02"
"Active","2021-03-18 06:46:13+01","2021-03-18 06:46:16+01","00:00:03"
"Intermediate","2021-03-18 06:46:16+01","2021-03-18 06:46:18+01","00:00:02"
"Active","2021-03-18 06:46:18+01","2021-03-18 06:46:24+01","00:00:06"
"Intermediate","2021-03-18 06:46:24+01","2021-03-18 06:46:25+01","00:00:01"
"Active","2021-03-18 06:46:25+01","2021-03-18 06:46:26+01","00:00:01"
"Intermediate","2021-03-18 06:46:26+01","2021-03-18 06:46:29+01","00:00:03"
"Active","2021-03-18 06:46:29+01","2021-03-18 06:46:31+01","00:00:02"
"Intermediate","2021-03-18 06:46:31+01","2021-03-18 06:46:32+01","00:00:01"
"Active","2021-03-18 06:46:32+01","2021-03-18 06:46:48+01","00:00:16"
"Intermediate","2021-03-18 06:46:48+01","2021-03-18 06:46:49+01","00:00:01"
"Active","2021-03-18 06:46:49+01","2021-03-18 06:46:53+01","00:00:04"
"Intermediate","2021-03-18 06:46:53+01","2021-03-18 06:46:54+01","00:00:01"
"Active","2021-03-18 06:46:54+01","2021-03-18 06:46:57+01","00:00:03"
"Intermediate","2021-03-18 06:46:57+01","2021-03-18 06:46:58+01","00:00:01"
"Active","2021-03-18 06:46:58+01","2021-03-18 06:47:03+01","00:00:05"
"Intermediate","2021-03-18 06:47:03+01","2021-03-18 06:47:04+01","00:00:01"
"Active","2021-03-18 06:47:04+01","2021-03-18 06:47:08+01","00:00:04"
"Intermediate","2021-03-18 06:47:08+01","2021-03-18 06:47:10+01","00:00:02"
"Active","2021-03-18 06:47:10+01","2021-03-18 06:47:12+01","00:00:02"
"Intermediate","2021-03-18 06:47:12+01","2021-03-18 06:47:13+01","00:00:01"
"Active","2021-03-18 06:47:13+01","2021-03-18 06:47:15+01","00:00:02"
"Intermediate","2021-03-18 06:47:15+01","2021-03-18 06:47:18+01","00:00:03"
"Active","2021-03-18 06:47:18+01","2021-03-18 06:47:21+01","00:00:03"
"Intermediate","2021-03-18 06:47:21+01","2021-03-18 06:47:22+01","00:00:01"
"Active","2021-03-18 06:47:22+01","2021-03-18 06:47:24+01","00:00:02"
"Intermediate","2021-03-18 06:47:24+01","2021-03-18 06:47:26+01","00:00:02"
"Active","2021-03-18 06:47:26+01","2021-03-18 06:47:27+01","00:00:01"
"Intermediate","2021-03-18 06:47:27+01","2021-03-18 06:47:29+01","00:00:02"
"Active","2021-03-18 06:47:29+01","2021-03-18 06:47:31+01","00:00:02"
"Intermediate","2021-03-18 06:47:31+01","2021-03-18 06:47:32+01","00:00:01"
"Active","2021-03-18 06:47:32+01","2021-03-18 06:47:35+01","00:00:03"
"Intermediate","2021-03-18 06:47:35+01","2021-03-18 06:47:36+01","00:00:01"
"Active","2021-03-18 06:47:36+01","2021-03-18 06:47:43+01","00:00:07"
"Intermediate","2021-03-18 06:47:43+01","2021-03-18 06:47:44+01","00:00:01"
"Active","2021-03-18 06:47:44+01","2021-03-18 06:47:47+01","00:00:03"
"Intermediate","2021-03-18 06:47:47+01","2021-03-18 06:47:53+01","00:00:06"
"Active","2021-03-18 06:47:53+01","2021-03-18 06:47:55+01","00:00:02"
"Intermediate","2021-03-18 06:47:55+01","2021-03-18 06:47:58+01","00:00:03"
"Active","2021-03-18 06:47:58+01","2021-03-18 06:48:03+01","00:00:05"
"Intermediate","2021-03-18 06:48:03+01","2021-03-18 06:48:04+01","00:00:01"
"Active","2021-03-18 06:48:04+01","2021-03-18 06:48:09+01","00:00:05"
"Intermediate","2021-03-18 06:48:09+01","2021-03-18 06:48:10+01","00:00:01"
"Active","2021-03-18 06:48:10+01","2021-03-18 06:48:13+01","00:00:03"
"Intermediate","2021-03-18 06:48:13+01","2021-03-18 06:48:14+01","00:00:01"
"Active","2021-03-18 06:48:14+01","2021-03-18 06:48:15+01","00:00:01"
"Intermediate","2021-03-18 06:48:15+01","2021-03-18 06:48:19+01","00:00:04"
"Active","2021-03-18 06:48:19+01","2021-03-18 06:48:21+01","00:00:02"
"Intermediate","2021-03-18 06:48:21+01","2021-03-18 06:48:23+01","00:00:02"
"Active","2021-03-18 06:48:23+01","2021-03-18 06:48:27+01","00:00:04"
"Intermediate","2021-03-18 06:48:27+01","2021-03-18 06:48:28+01","00:00:01"
"Active","2021-03-18 06:48:28+01","2021-03-18 06:48:31+01","00:00:03"
"Intermediate","2021-03-18 06:48:31+01","2021-03-18 06:48:33+01","00:00:02"
"Active","2021-03-18 06:48:33+01","2021-03-18 06:48:39+01","00:00:06"
"Intermediate","2021-03-18 06:48:39+01","2021-03-18 06:48:41+01","00:00:02"
"Active","2021-03-18 06:48:41+01","2021-03-18 06:48:42+01","00:00:01"
"Intermediate","2021-03-18 06:48:42+01","2021-03-18 06:48:45+01","00:00:03"
"Active","2021-03-18 06:48:45+01","2021-03-18 06:48:46+01","00:00:01"
"Intermediate","2021-03-18 06:48:46+01","2021-03-18 06:48:50+01","00:00:04"
"Active","2021-03-18 06:48:50+01","2021-03-18 06:48:51+01","00:00:01"
"Intermediate","2021-03-18 06:48:51+01","2021-03-18 06:48:53+01","00:00:02"
"Active","2021-03-18 06:48:53+01","2021-03-18 06:48:58+01","00:00:05"
"Intermediate","2021-03-18 06:48:58+01","2021-03-18 06:49:01+01","00:00:03"
"Active","2021-03-18 06:49:01+01","2021-03-18 06:49:02+01","00:00:01"
"Intermediate","2021-03-18 06:49:02+01","2021-03-18 06:49:04+01","00:00:02"
"Active","2021-03-18 06:49:04+01","2021-03-18 06:49:05+01","00:00:01"
"Intermediate","2021-03-18 06:49:05+01","2021-03-18 06:49:06+01","00:00:01"
"Active","2021-03-18 06:49:06+01","2021-03-18 06:49:07+01","00:00:01"
"Intermediate","2021-03-18 06:49:07+01","2021-03-18 06:49:10+01","00:00:03"
"Active","2021-03-18 06:49:10+01","2021-03-18 06:49:12+01","00:00:02"
"Intermediate","2021-03-18 06:49:12+01","2021-03-18 06:49:14+01","00:00:02"
"Active","2021-03-18 06:49:14+01","2021-03-18 06:49:19+01","00:00:05"
"Intermediate","2021-03-18 06:49:19+01","2021-03-18 06:49:20+01","00:00:01"
"Active","2021-03-18 06:49:20+01","2021-03-18 06:49:24+01","00:00:04"
"Intermediate","2021-03-18 06:49:24+01","2021-03-18 06:49:26+01","00:00:02"
"Active","2021-03-18 06:49:26+01","2021-03-18 06:49:31+01","00:00:05"
"Intermediate","2021-03-18 06:49:31+01","2021-03-18 06:49:32+01","00:00:01"
"Active","2021-03-18 06:49:32+01","2021-03-18 06:49:34+01","00:00:02"
"Intermediate","2021-03-18 06:49:34+01","2021-03-18 06:49:35+01","00:00:01"
"Active","2021-03-18 06:49:35+01","2021-03-18 06:49:36+01","00:00:01"
"Intermediate","2021-03-18 06:49:36+01","2021-03-18 06:49:37+01","00:00:01"
"Active","2021-03-18 06:49:37+01","2021-03-18 06:49:40+01","00:00:03"
"Intermediate","2021-03-18 06:49:40+01","2021-03-18 06:49:41+01","00:00:01"
"Active","2021-03-18 06:49:41+01","2021-03-18 06:49:42+01","00:00:01"
"Intermediate","2021-03-18 06:49:42+01","2021-03-18 06:49:43+01","00:00:01"
"Active","2021-03-18 06:49:43+01","2021-03-18 06:49:48+01","00:00:05"
"Intermediate","2021-03-18 06:49:48+01","2021-03-18 06:49:49+01","00:00:01"
"Active","2021-03-18 06:49:49+01","2021-03-18 06:49:54+01","00:00:05"
"Intermediate","2021-03-18 06:49:54+01","2021-03-18 06:49:56+01","00:00:02"
"Active","2021-03-18 06:49:56+01","2021-03-18 06:50:02+01","00:00:06"
"Intermediate","2021-03-18 06:50:02+01","2021-03-18 06:50:03+01","00:00:01"
"Active","2021-03-18 06:50:03+01","2021-03-18 06:50:07+01","00:00:04"
"Intermediate","2021-03-18 06:50:07+01","2021-03-18 06:50:08+01","00:00:01"
"Active","2021-03-18 06:50:08+01","2021-03-18 06:50:09+01","00:00:01"
"Intermediate","2021-03-18 06:50:09+01","2021-03-18 06:50:10+01","00:00:01"
"Active","2021-03-18 06:50:10+01","2021-03-18 06:50:14+01","00:00:04"
"Intermediate","2021-03-18 06:50:14+01","2021-03-18 06:50:16+01","00:00:02"
"Active","2021-03-18 06:50:16+01","2021-03-18 06:50:17+01","00:00:01"
"Intermediate","2021-03-18 06:50:17+01","2021-03-18 06:50:21+01","00:00:04"
"Active","2021-03-18 06:50:21+01","2021-03-18 06:50:22+01","00:00:01"
"Intermediate","2021-03-18 06:50:22+01","2021-03-18 06:50:25+01","00:00:03"
"Active","2021-03-18 06:50:25+01","2021-03-18 06:50:27+01","00:00:02"
"Intermediate","2021-03-18 06:50:27+01","2021-03-18 06:50:28+01","00:00:01"
"Active","2021-03-18 06:50:28+01","2021-03-18 06:50:29+01","00:00:01"
"Intermediate","2021-03-18 06:50:29+01","2021-03-18 06:50:30+01","00:00:01"
"Active","2021-03-18 06:50:30+01","2021-03-18 06:50:31+01","00:00:01"
"Intermediate","2021-03-18 06:50:31+01","2021-03-18 06:50:32+01","00:00:01"
"Active","2021-03-18 06:50:32+01","2021-03-18 06:50:33+01","00:00:01"
"Intermediate","2021-03-18 06:50:33+01","2021-03-18 06:50:35+01","00:00:02"
"Active","2021-03-18 06:50:35+01","2021-03-18 06:50:36+01","00:00:01"
"Intermediate","2021-03-18 06:50:36+01","2021-03-18 06:50:41+01","00:00:05"
"Active","2021-03-18 06:50:41+01","2021-03-18 06:50:43+01","00:00:02"
"Intermediate","2021-03-18 06:50:43+01","2021-03-18 06:50:48+01","00:00:05"
"Active","2021-03-18 06:50:48+01","2021-03-18 06:50:52+01","00:00:04"
"Intermediate","2021-03-18 06:50:52+01","2021-03-18 06:50:53+01","00:00:01"
"Active","2021-03-18 06:50:53+01","2021-03-18 06:50:55+01","00:00:02"
"Intermediate","2021-03-18 06:50:55+01","2021-03-18 06:50:56+01","00:00:01"
"Active","2021-03-18 06:50:56+01","2021-03-18 06:50:58+01","00:00:02"
"Intermediate","2021-03-18 06:50:58+01","2021-03-18 06:51:01+01","00:00:03"
"Active","2021-03-18 06:51:01+01","2021-03-18 06:51:02+01","00:00:01"
"Intermediate","2021-03-18 06:51:02+01","2021-03-18 06:51:05+01","00:00:03"
"Active","2021-03-18 06:51:05+01","2021-03-18 06:51:06+01","00:00:01"
"Intermediate","2021-03-18 06:51:06+01","2021-03-18 06:51:07+01","00:00:01"
"Active","2021-03-18 06:51:07+01","2021-03-18 06:51:08+01","00:00:01"
"Intermediate","2021-03-18 06:51:08+01","2021-03-18 06:51:13+01","00:00:05"
"Active","2021-03-18 06:51:13+01","2021-03-18 06:51:15+01","00:00:02"
"Intermediate","2021-03-18 06:51:15+01","2021-03-18 06:51:21+01","00:00:06"
"Active","2021-03-18 06:51:21+01","2021-03-18 06:51:23+01","00:00:02"
"Intermediate","2021-03-18 06:51:23+01","2021-03-18 06:51:24+01","00:00:01"
"Active","2021-03-18 06:51:24+01","2021-03-18 06:51:26+01","00:00:02"
"Intermediate","2021-03-18 06:51:26+01","2021-03-18 06:51:28+01","00:00:02"
"Active","2021-03-18 06:51:28+01","2021-03-18 06:51:31+01","00:00:03"
"Intermediate","2021-03-18 06:51:31+01","2021-03-18 06:51:41+01","00:00:10"
"Active","2021-03-18 06:51:41+01","2021-03-18 06:51:43+01","00:00:02"
"Intermediate","2021-03-18 06:51:43+01","2021-03-18 06:51:44+01","00:00:01"
"Active","2021-03-18 06:51:44+01","2021-03-18 06:51:45+01","00:00:01"
